derep File CorvsMaximumcluster CorvsTotal CorvsNumberOfClusters NumberOfClusters DetectedReqGenus
corrected ./testing_clustering/r100/contigs_250_woident_swarmD1_unoiseM1_swarmD2_blast_summary_genus.tsv 0.8545453790479561 0.8701750310685292 0.7274235355172918 291 8
corrected ./testing_clustering/r5/contigs_250_woident_clusterP98_swarmD2_unoiseM1_blast_summary_genus.tsv 0.8109977023875224 0.8136068274764408 0.7408311084062539 276 8
corrected ./testing_clustering/r95/contigs_250_woident_swarmD1_swarmD1_unoiseM1_blast_summary_genus.tsv 0.8561370588103754 0.8701750310685292 0.7310586569419013 316 8
corrected ./testing_clustering/r221/contigs_250_woident_minsize2_swarmD1_unoiseM1_blast_summary_genus.tsv 0.853894729941777 0.8674683298039713 0.7210206235532028 100 8
corrected ./testing_clustering/r188/contigs_250_woident_unoiseM2_unoiseM2_clusterP99_blast_summary_genus.tsv 0.8586649774454329 0.8691876104027939 0.6735705879816843 100 8
corrected ./testing_clustering/r174/contigs_250_woident_unoiseM2_swarmD2_swarmD1_blast_summary_genus.tsv 0.8586490751389282 0.8691866789505278 0.6569518377975642 92 8
corrected ./testing_clustering/r146/contigs_250_woident_unoiseM1_unoiseM2_clusterP99_blast_summary_genus.tsv 0.8608585574123627 0.8710901390400927 0.6460818110919512 103 8
corrected ./testing_clustering/r142/contigs_250_woident_unoiseM1_unoiseM1_swarmD2_blast_summary_genus.tsv 0.860890741512963 0.8717226226680764 0.7397610500931281 300 8
corrected ./testing_clustering/r24/contigs_250_woident_clusterP98_unoiseM2_swarmD1_blast_summary_genus.tsv 0.869633546370879 0.871411515091692 0.6394607338797045 117 8
corrected ./testing_clustering/r198/contigs_250_woident_unoiseM2_unoiseM4_swarmD1_blast_summary_genus.tsv 0.8156454215619328 0.8301573820300212 0.7299169580595423 74 8
corrected ./testing_clustering/r128/contigs_250_woident_unoiseM1_swarmD2_clusterP99_blast_summary_genus.tsv 0.8608572946109561 0.871724064681004 0.750392186582824 311 8
corrected ./testing_clustering/r117/contigs_250_woident_swarmD1_unoiseM8_swarmD1_blast_summary_genus.tsv 0.8560492242380453 0.8697048682700536 0.7928012829218788 70 8
corrected ./testing_clustering/r63/contigs_250_woident_clusterP99_unoiseM2_swarmD1_blast_summary_genus.tsv 0.8490241738963742 0.8713946695253484 0.7373036102624809 135 8
corrected ./testing_clustering/r148/contigs_250_woident_unoiseM1_unoiseM2_swarmD2_blast_summary_genus.tsv 0.8608585574123627 0.8710901390400928 0.6210826257215151 93 8
corrected ./testing_clustering/r275/contigs_250_woident_minsize4_unoiseM2_unoiseM1_blast_summary_genus.tsv 0.5290881444644915 0.8272600642593171 0.7928129789437717 93 8
corrected ./testing_clustering/r133/contigs_250_woident_unoiseM1_swarmD1_clusterP98_blast_summary_genus.tsv 0.8708254881093728 0.8717029139156036 0.7582463291197654 260 8
corrected ./testing_clustering/r39/contigs_250_woident_clusterP98_unoiseM20_swarmD1_blast_summary_genus.tsv 0.8692324175746036 0.8708360560899454 0.7301168280394773 48 8
corrected ./testing_clustering/r130/contigs_250_woident_unoiseM1_swarmD2_swarmD2_blast_summary_genus.tsv 0.8608572946109561 0.8717269860952097 0.7426572737548693 313 8
corrected ./testing_clustering/r78/contigs_250_woident_clusterP99_unoiseM8_swarmD1_blast_summary_genus.tsv 0.8132451656020314 0.8310965734261312 0.7278366363586372 67 8
corrected ./testing_clustering/r48/contigs_250_woident_clusterP99_swarmD2_swarmD1_blast_summary_genus.tsv 0.8081914982893094 0.8336541832852852 0.9394262986851075 2415 8
corrected ./testing_clustering/r154/contigs_250_woident_unoiseM1_unoiseM4_swarmD2_blast_summary_genus.tsv 0.8608585574123627 0.8706566327143646 0.6520270453719709 65 8
corrected ./testing_clustering/r44/contigs_250_woident_clusterP99_swarmD2_clusterP99_blast_summary_genus.tsv 0.8421307774298769 0.8716845954026928 0.935417857452679 2404 8
corrected ./testing_clustering/r152/contigs_250_woident_unoiseM1_unoiseM4_clusterP99_blast_summary_genus.tsv 0.8608585574123627 0.8706566327143646 0.6530876568394208 68 8
corrected ./testing_clustering/r17/contigs_250_woident_clusterP98_unoiseM1_unoiseM1_blast_summary_genus.tsv 0.8697377929486352 0.8716762304939379 0.7424824166502874 277 8
corrected ./testing_clustering/r84/contigs_250_woident_clusterP99_unoiseM20_swarmD1_blast_summary_genus.tsv 0.8465311533428803 0.8673487297427204 0.7298634531812949 37 8
corrected ./testing_clustering/r99/contigs_250_woident_swarmD1_unoiseM1_swarmD1_blast_summary_genus.tsv 0.8174219847625867 0.8330349389644622 0.7291829826499473 315 8
corrected ./testing_clustering/r234/contigs_250_woident_minsize2_unoiseM2_swarmD1_blast_summary_genus.tsv 0.8156270105817954 0.8304900757533362 0.6869232294591953 107 8
corrected ./testing_clustering/r8/contigs_250_woident_clusterP98_swarmD1_clusterP99_blast_summary_genus.tsv 0.8689509154501827 0.87170272861975 0.8150367795727966 566 8
corrected ./testing_clustering/r201/contigs_250_woident_unoiseM2_unoiseM8_swarmD1_blast_summary_genus.tsv 0.8156348111881424 0.8299671121129293 0.5574842038562178 44 8
corrected ./testing_clustering/r97/contigs_250_woident_swarmD1_unoiseM1_clusterP98_blast_summary_genus.tsv 0.8708432447493079 0.8716722054243482 0.7290014834603513 240 8
corrected ./testing_clustering/r132/contigs_250_woident_unoiseM1_swarmD2_swarmD1_blast_summary_genus.tsv 0.8608572946109561 0.8717269860952097 0.7432459128185834 312 8
corrected ./testing_clustering/r248/contigs_250_woident_minsize2_unoiseM20_clusterP99_blast_summary_genus.tsv 0.846645921183188 0.8560488148293683 0.31527637456196866 26 8
corrected ./testing_clustering/r59/contigs_250_woident_clusterP99_unoiseM1_unoiseM1_blast_summary_genus.tsv 0.8490369396943318 0.8717053545786316 0.7729575054200107 347 8
corrected ./testing_clustering/r222/contigs_250_woident_minsize2_swarmD1_swarmD1_blast_summary_genus.tsv 0.8613826512773402 0.8665999839621753 0.8940196532738591 481 8
corrected ./testing_clustering/r61/contigs_250_woident_clusterP99_unoiseM2_clusterP98_blast_summary_genus.tsv 0.8700023741579603 0.8713707464836971 0.5357309883488521 87 8
corrected ./testing_clustering/r36/contigs_250_woident_clusterP98_unoiseM8_swarmD1_blast_summary_genus.tsv 0.8694042354171067 0.8710243497645863 0.7108970574033928 66 8
corrected ./testing_clustering/r292/contigs_250_woident_minsize4_unoiseM20_swarmD2_blast_summary_genus.tsv 0.8196964478390855 0.8191814877140715 0.33124102824791435 25 8
corrected ./testing_clustering/r155/contigs_250_woident_unoiseM1_unoiseM4_unoiseM1_blast_summary_genus.tsv 0.5336474650560961 0.8598268032785035 0.802799557018022 97 8
corrected ./testing_clustering/r247/contigs_250_woident_minsize2_unoiseM20_clusterP98_blast_summary_genus.tsv 0.8566359644823147 0.8560488148293683 0.42580429897737165 22 8
corrected ./testing_clustering/r126/contigs_250_woident_swarmD1_unoiseM20_swarmD1_blast_summary_genus.tsv 0.8554404189757533 0.8684409502195551 0.6824984854721573 41 8
corrected ./testing_clustering/r43/contigs_250_woident_clusterP99_swarmD2_clusterP98_blast_summary_genus.tsv 0.86964056473009 0.8717671435613465 0.7961458722793107 514 8
corrected ./testing_clustering/r94/contigs_250_woident_swarmD1_swarmD1_swarmD2_blast_summary_genus.tsv 0.8331179296710551 0.8331826515452416 0.852278878288045 826 8
corrected ./testing_clustering/r70/contigs_250_woident_clusterP99_unoiseM4_swarmD2_blast_summary_genus.tsv 0.8484818292131276 0.8706022433532769 0.7433618873224743 95 8
corrected ./testing_clustering/r162/contigs_250_woident_unoiseM1_unoiseM8_swarmD1_blast_summary_genus.tsv 0.8627796133982321 0.8704336768826071 0.541306858951858 46 8
corrected ./testing_clustering/r194/contigs_250_woident_unoiseM2_unoiseM4_clusterP99_blast_summary_genus.tsv 0.8586649774454329 0.8687357892070222 0.668924181740756 67 8
corrected ./testing_clustering/r176/contigs_250_woident_unoiseM2_swarmD1_clusterP99_blast_summary_genus.tsv 0.8586490751389282 0.8691866789505278 0.646952361526693 95 8
corrected ./testing_clustering/r237/contigs_250_woident_minsize2_unoiseM4_swarmD1_blast_summary_genus.tsv 0.8577418615299546 0.8655140742828668 0.6848508187796258 76 8
corrected ./testing_clustering/r266/contigs_250_woident_minsize4_unoiseM1_clusterP99_blast_summary_genus.tsv 0.8553253584388459 0.8655140742828666 0.6065334687592961 68 8
corrected ./testing_clustering/r254/contigs_250_woident_minsize4_swarmD2_clusterP99_blast_summary_genus.tsv 0.8538449316164153 0.8639890713058127 0.692834459972061 85 8
corrected ./testing_clustering/r76/contigs_250_woident_clusterP99_unoiseM8_swarmD2_blast_summary_genus.tsv 0.8478001654024292 0.8694901269980743 0.7383053645287934 68 8
corrected ./testing_clustering/r207/contigs_250_woident_unoiseM2_unoiseM20_swarmD1_blast_summary_genus.tsv 0.8605240828522219 0.8683117807675643 0.3602091896494548 29 8
corrected ./testing_clustering/r110/contigs_250_woident_swarmD1_unoiseM4_clusterP99_blast_summary_genus.tsv 0.8610093927135128 0.8714760810870263 0.6646063455236064 80 8
corrected ./testing_clustering/r263/contigs_250_woident_minsize4_swarmD1_unoiseM1_blast_summary_genus.tsv 0.8511575728669525 0.8636998325267257 0.7408237296396919 69 8
corrected ./testing_clustering/r243/contigs_250_woident_minsize2_unoiseM8_swarmD1_blast_summary_genus.tsv 0.8554731656664841 0.8624490333643741 0.541306858951858 46 8
corrected ./testing_clustering/r280/contigs_250_woident_minsize4_unoiseM4_swarmD2_blast_summary_genus.tsv 0.8553253584388459 0.8655140742828668 0.603240900795939 65 8
corrected ./testing_clustering/r73/contigs_250_woident_clusterP99_unoiseM8_clusterP98_blast_summary_genus.tsv 0.8682885383669806 0.8694901269980743 0.594921404165163 51 8
corrected ./testing_clustering/r208/contigs_250_woident_unoiseM2_unoiseM20_swarmD2_blast_summary_genus.tsv 0.8586490751389282 0.8683117807675643 0.3152763745619688 26 8
corrected ./testing_clustering/r215/contigs_250_woident_minsize2_swarmD2_unoiseM1_blast_summary_genus.tsv 0.8493379181066794 0.8640488600830877 0.6961141288039927 87 8
corrected ./testing_clustering/r53/contigs_250_woident_clusterP99_swarmD1_unoiseM1_blast_summary_genus.tsv 0.8144018784776365 0.8331658271445018 0.7704960357899099 346 8
corrected ./testing_clustering/r10/contigs_250_woident_clusterP98_swarmD1_swarmD2_blast_summary_genus.tsv 0.8689509154501827 0.8717029261559448 0.8157691458722945 567 8
corrected ./testing_clustering/r58/contigs_250_woident_clusterP99_unoiseM1_swarmD2_blast_summary_genus.tsv 0.8490369396943318 0.8717070121943785 0.7712781061549813 348 8
corrected ./testing_clustering/r29/contigs_250_woident_clusterP98_unoiseM4_unoiseM1_blast_summary_genus.tsv 0.8695511601813911 0.8712653282243691 0.64324089911294 89 8
corrected ./testing_clustering/r164/contigs_250_woident_unoiseM1_unoiseM20_clusterP99_blast_summary_genus.tsv 0.83264189435377 0.8320684044778149 0.33124102824791435 25 8
corrected ./testing_clustering/r172/contigs_250_woident_unoiseM2_swarmD2_swarmD2_blast_summary_genus.tsv 0.8586490751389282 0.8691866789505278 0.6397609835020773 93 8
corrected ./testing_clustering/r109/contigs_250_woident_swarmD1_unoiseM4_clusterP98_blast_summary_genus.tsv 0.8708704584126497 0.8714710536494527 0.4955116080192041 63 8
corrected ./testing_clustering/r80/contigs_250_woident_clusterP99_unoiseM20_clusterP99_blast_summary_genus.tsv 0.8465311533428803 0.8673487297427204 0.7298634531812949 37 8
corrected ./testing_clustering/r137/contigs_250_woident_unoiseM1_swarmD1_unoiseM1_blast_summary_genus.tsv 0.8627641427694213 0.871720733130663 0.7442046235155277 329 8
corrected ./testing_clustering/r77/contigs_250_woident_clusterP99_unoiseM8_unoiseM1_blast_summary_genus.tsv 0.8478001654024292 0.8694901269980743 0.7383053645287934 68 8
corrected ./testing_clustering/r259/contigs_250_woident_minsize4_swarmD1_clusterP98_blast_summary_genus.tsv 0.8649211295636445 0.8654951868329446 0.6580030427793118 68 8
corrected ./testing_clustering/r102/contigs_250_woident_swarmD1_unoiseM1_swarmD1_blast_summary_genus.tsv 0.8561370588103754 0.8701750310685292 0.7310586569419013 316 8
corrected ./testing_clustering/r116/contigs_250_woident_swarmD1_unoiseM8_clusterP99_blast_summary_genus.tsv 0.8609091913643273 0.8712082818984553 0.6960975120009846 60 8
corrected ./testing_clustering/r14/contigs_250_woident_clusterP98_unoiseM1_clusterP99_blast_summary_genus.tsv 0.8697377929486352 0.8716762304939379 0.7424824166502874 277 8
corrected ./testing_clustering/r204/contigs_250_woident_unoiseM2_unoiseM8_swarmD1_blast_summary_genus.tsv 0.86053526056561 0.8685042895910792 0.5643193131667146 45 8
corrected ./testing_clustering/r35/contigs_250_woident_clusterP98_unoiseM8_unoiseM1_blast_summary_genus.tsv 0.810636085247695 0.8130307820794197 0.7020969959661916 65 8
corrected ./testing_clustering/r22/contigs_250_woident_clusterP98_unoiseM2_swarmD2_blast_summary_genus.tsv 0.869633546370879 0.871411515091692 0.6394607338797045 117 8
corrected ./testing_clustering/r69/contigs_250_woident_clusterP99_unoiseM4_swarmD1_blast_summary_genus.tsv 0.8484818292131276 0.8706022433532769 0.7433618873224743 95 8
corrected ./testing_clustering/r120/contigs_250_woident_swarmD1_unoiseM8_swarmD1_blast_summary_genus.tsv 0.8560492242380453 0.8697048682700536 0.7928012829218788 70 8
corrected ./testing_clustering/r7/contigs_250_woident_clusterP98_swarmD1_clusterP98_blast_summary_genus.tsv 0.8689509154501827 0.8717031235239193 0.8150367795727966 566 8
corrected ./testing_clustering/r144/contigs_250_woident_unoiseM1_unoiseM1_swarmD1_blast_summary_genus.tsv 0.8628197405252092 0.871722310364319 0.7385563918986631 335 8
corrected ./testing_clustering/r206/contigs_250_woident_unoiseM2_unoiseM20_clusterP99_blast_summary_genus.tsv 0.8303874332699668 0.8298604947161197 0.33124102824791435 25 8
corrected ./testing_clustering/r245/contigs_250_woident_minsize2_unoiseM8_unoiseM1_blast_summary_genus.tsv 0.5336177419993751 0.851158202578546 0.7406809173304533 56 8
corrected ./testing_clustering/r193/contigs_250_woident_unoiseM2_unoiseM4_clusterP98_blast_summary_genus.tsv 0.8688957121140124 0.8687357892070222 0.5962244855059364 56 8
corrected ./testing_clustering/r3/contigs_250_woident_clusterP98_swarmD2_swarmD1_blast_summary_genus.tsv 0.8689509154501827 0.8717029261559448 0.8157691458722945 567 8
corrected ./testing_clustering/r264/contigs_250_woident_minsize4_swarmD1_swarmD1_blast_summary_genus.tsv 0.8202519633762009 0.8259761414062092 0.9194607766668085 389 8
corrected ./testing_clustering/r38/contigs_250_woident_clusterP98_unoiseM20_clusterP99_blast_summary_genus.tsv 0.8692324175746036 0.8708360560899454 0.7301168280394773 48 8
corrected ./testing_clustering/r12/contigs_250_woident_clusterP98_swarmD1_swarmD1_blast_summary_genus.tsv 0.8689509154501827 0.8717031235239193 0.8164794115119959 568 8
corrected ./testing_clustering/r268/contigs_250_woident_minsize4_unoiseM1_swarmD2_blast_summary_genus.tsv 0.8553253584388459 0.8655140742828668 0.603240900795939 65 8
corrected ./testing_clustering/r41/contigs_250_woident_clusterP98_unoiseM20_unoiseM1_blast_summary_genus.tsv 0.8692324175746036 0.8708360560899454 0.7301168280394773 48 8
corrected ./testing_clustering/r145/contigs_250_woident_unoiseM1_unoiseM2_clusterP98_blast_summary_genus.tsv 0.8708285771267618 0.8710859085041011 0.5774182844628553 78 8
corrected ./testing_clustering/r118/contigs_250_woident_swarmD1_unoiseM8_swarmD2_blast_summary_genus.tsv 0.8544906324714501 0.8697048682700536 0.6641825740650253 59 8
corrected ./testing_clustering/r258/contigs_250_woident_minsize4_swarmD2_swarmD1_blast_summary_genus.tsv 0.8556694633151317 0.8616846508338841 0.7029491954169241 95 8
corrected ./testing_clustering/r250/contigs_250_woident_minsize2_unoiseM20_swarmD2_blast_summary_genus.tsv 0.8466459211831882 0.8560488148293683 0.3152763745619688 26 8
corrected ./testing_clustering/r200/contigs_250_woident_unoiseM2_unoiseM8_clusterP99_blast_summary_genus.tsv 0.85866351728559 0.8685042895910792 0.5351312820668654 41 8
corrected ./testing_clustering/r191/contigs_250_woident_unoiseM2_unoiseM2_unoiseM1_blast_summary_genus.tsv 0.5293806371986057 0.8305004592672671 0.7351747689680005 183 8
corrected ./testing_clustering/r244/contigs_250_woident_minsize2_unoiseM8_swarmD2_blast_summary_genus.tsv 0.852740335283671 0.8624490333643741 0.5136197123121653 42 8
corrected ./testing_clustering/r55/contigs_250_woident_clusterP99_unoiseM1_clusterP98_blast_summary_genus.tsv 0.8700836883866752 0.8716941448532516 0.7307679765112869 258 8
corrected ./testing_clustering/r54/contigs_250_woident_clusterP99_swarmD1_swarmD1_blast_summary_genus.tsv 0.8422081387458847 0.8716687792207443 0.9380211300112908 2418 8
corrected ./testing_clustering/r227/contigs_250_woident_minsize2_unoiseM1_unoiseM1_blast_summary_genus.tsv 0.533707939243617 0.857805543996635 0.7377864734656655 184 8
corrected ./testing_clustering/r228/contigs_250_woident_minsize2_unoiseM1_swarmD1_blast_summary_genus.tsv 0.8605240828522219 0.8691866789505278 0.69315947169888 108 8
corrected ./testing_clustering/r122/contigs_250_woident_swarmD1_unoiseM20_clusterP99_blast_summary_genus.tsv 0.8600796027617158 0.8699405966701661 0.6627727187865209 36 8
corrected ./testing_clustering/r64/contigs_250_woident_clusterP99_unoiseM2_swarmD2_blast_summary_genus.tsv 0.8143557819156597 0.8328442417205887 0.7312520822646397 134 8
corrected ./testing_clustering/r103/contigs_250_woident_swarmD1_unoiseM2_clusterP98_blast_summary_genus.tsv 0.8708581896540467 0.871481700175785 0.4620309936718193 76 8
corrected ./testing_clustering/r138/contigs_250_woident_unoiseM1_swarmD1_swarmD1_blast_summary_genus.tsv 0.8627796133982321 0.8717250141645866 0.7441264040285488 349 8
corrected ./testing_clustering/r265/contigs_250_woident_minsize4_unoiseM1_clusterP98_blast_summary_genus.tsv 0.8656607768999536 0.8655140742828666 0.5432611828010047 56 8
corrected ./testing_clustering/r82/contigs_250_woident_clusterP99_unoiseM20_swarmD2_blast_summary_genus.tsv 0.8465311533428803 0.8673487297427204 0.7298634531812949 37 8
corrected ./testing_clustering/r71/contigs_250_woident_clusterP99_unoiseM4_unoiseM1_blast_summary_genus.tsv 0.8484818292131276 0.8706022433532769 0.7433618873224743 95 8
corrected ./testing_clustering/r179/contigs_250_woident_unoiseM2_swarmD1_unoiseM1_blast_summary_genus.tsv 0.860519031519924 0.8691876104027941 0.7144202292202589 102 8
corrected ./testing_clustering/r180/contigs_250_woident_unoiseM2_swarmD1_swarmD1_blast_summary_genus.tsv 0.8156270105817954 0.8304900757533362 0.6869232294591953 107 8
corrected ./testing_clustering/r196/contigs_250_woident_unoiseM2_unoiseM4_swarmD2_blast_summary_genus.tsv 0.8304003113888767 0.8301573820300211 0.6530453833603322 63 8
corrected ./testing_clustering/r277/contigs_250_woident_minsize4_unoiseM4_clusterP98_blast_summary_genus.tsv 0.8656607768999536 0.8655140742828666 0.5432611828010047 56 8
corrected ./testing_clustering/r202/contigs_250_woident_unoiseM2_unoiseM8_swarmD2_blast_summary_genus.tsv 0.8586635172855901 0.8685042895910792 0.5351312820668653 41 8
corrected ./testing_clustering/r289/contigs_250_woident_minsize4_unoiseM20_clusterP98_blast_summary_genus.tsv 0.8566359644823147 0.8560488148293683 0.42580429897737165 22 8
corrected ./testing_clustering/r158/contigs_250_woident_unoiseM1_unoiseM8_clusterP99_blast_summary_genus.tsv 0.83264189435377 0.8322081154356766 0.5028639415112836 41 8
corrected ./testing_clustering/r140/contigs_250_woident_unoiseM1_unoiseM1_clusterP99_blast_summary_genus.tsv 0.8326735667020466 0.8331827761224714 0.7553560361842304 346 8
corrected ./testing_clustering/r31/contigs_250_woident_clusterP98_unoiseM8_clusterP98_blast_summary_genus.tsv 0.8694042354171067 0.8710243497645863 0.7108970574033928 66 8
corrected ./testing_clustering/r171/contigs_250_woident_unoiseM2_swarmD2_swarmD1_blast_summary_genus.tsv 0.8586490751389282 0.8691866789505278 0.6569518377975642 92 8
corrected ./testing_clustering/r75/contigs_250_woident_clusterP99_unoiseM8_swarmD1_blast_summary_genus.tsv 0.8132451656020314 0.8310965734261312 0.7278366363586372 67 8
corrected ./testing_clustering/r37/contigs_250_woident_clusterP98_unoiseM20_clusterP98_blast_summary_genus.tsv 0.8692324175746036 0.8708360560899454 0.7301168280394773 48 8
corrected ./testing_clustering/r276/contigs_250_woident_minsize4_unoiseM2_swarmD1_blast_summary_genus.tsv 0.8577418615299546 0.8655140742828668 0.6848508187796258 76 8
corrected ./testing_clustering/r288/contigs_250_woident_minsize4_unoiseM8_swarmD1_blast_summary_genus.tsv 0.8554731656664841 0.8624490333643741 0.541306858951858 46 8
corrected ./testing_clustering/r175/contigs_250_woident_unoiseM2_swarmD1_clusterP98_blast_summary_genus.tsv 0.8688755183238215 0.8691714943966852 0.56533962626689 72 8
corrected ./testing_clustering/r241/contigs_250_woident_minsize2_unoiseM8_clusterP98_blast_summary_genus.tsv 0.8628117878561942 0.8624490333643742 0.47656500118413747 36 8
corrected ./testing_clustering/r23/contigs_250_woident_clusterP98_unoiseM2_unoiseM1_blast_summary_genus.tsv 0.869633546370879 0.8714107578357961 0.6361017844289145 116 8
corrected ./testing_clustering/r47/contigs_250_woident_clusterP99_swarmD2_unoiseM1_blast_summary_genus.tsv 0.8490369396943318 0.8717070121943785 0.7712781061549813 348 8
corrected ./testing_clustering/r83/contigs_250_woident_clusterP99_unoiseM20_unoiseM1_blast_summary_genus.tsv 0.8465311533428803 0.8673487297427204 0.7298634531812949 37 8
corrected ./testing_clustering/r42/contigs_250_woident_clusterP98_unoiseM20_swarmD1_blast_summary_genus.tsv 0.8104721339431259 0.8128826069311142 0.7166123610255343 47 8
corrected ./testing_clustering/r57/contigs_250_woident_clusterP99_unoiseM1_swarmD1_blast_summary_genus.tsv 0.8490369396943318 0.8717070121943785 0.772192111793805 347 8
corrected ./testing_clustering/r52/contigs_250_woident_clusterP99_swarmD1_swarmD2_blast_summary_genus.tsv 0.8421757093196833 0.8716697843177972 0.9391794486638725 2415 8
corrected ./testing_clustering/r68/contigs_250_woident_clusterP99_unoiseM4_clusterP99_blast_summary_genus.tsv 0.8484818292131276 0.8706022433532769 0.7433618873224743 95 8
corrected ./testing_clustering/r274/contigs_250_woident_minsize4_unoiseM2_swarmD2_blast_summary_genus.tsv 0.8553253584388459 0.8655140742828668 0.603240900795939 65 8
corrected ./testing_clustering/r249/contigs_250_woident_minsize2_unoiseM20_swarmD1_blast_summary_genus.tsv 0.8506727662275626 0.8560488148293683 0.3602091896494548 29 8
corrected ./testing_clustering/r187/contigs_250_woident_unoiseM2_unoiseM2_clusterP98_blast_summary_genus.tsv 0.8688965621588053 0.8691724263682142 0.6152757147657015 75 8
corrected ./testing_clustering/r284/contigs_250_woident_minsize4_unoiseM8_clusterP99_blast_summary_genus.tsv 0.852740335283671 0.8624490333643742 0.5136197123121653 42 8
corrected ./testing_clustering/r177/contigs_250_woident_unoiseM2_swarmD1_swarmD1_blast_summary_genus.tsv 0.8605240828522219 0.8691866789505278 0.69315947169888 108 8
corrected ./testing_clustering/r51/contigs_250_woident_clusterP99_swarmD1_swarmD1_blast_summary_genus.tsv 0.8422081387458847 0.8716701104918915 0.9379233358540452 2417 8
corrected ./testing_clustering/r74/contigs_250_woident_clusterP99_unoiseM8_clusterP99_blast_summary_genus.tsv 0.8478001654024292 0.8694901269980743 0.7383053645287934 68 8
corrected ./testing_clustering/r45/contigs_250_woident_clusterP99_swarmD2_swarmD1_blast_summary_genus.tsv 0.8421757093196833 0.8716800941085868 0.9383825258575457 2412 8
corrected ./testing_clustering/r195/contigs_250_woident_unoiseM2_unoiseM4_swarmD1_blast_summary_genus.tsv 0.8605483825808526 0.8687357892070223 0.7393841823817328 75 8
corrected ./testing_clustering/r192/contigs_250_woident_unoiseM2_unoiseM2_swarmD1_blast_summary_genus.tsv 0.8605483825808526 0.8691876104027941 0.7112024364153058 105 8
corrected ./testing_clustering/r25/contigs_250_woident_clusterP98_unoiseM4_clusterP98_blast_summary_genus.tsv 0.8695511601813911 0.8712653282243691 0.64324089911294 89 8
corrected ./testing_clustering/r27/contigs_250_woident_clusterP98_unoiseM4_swarmD1_blast_summary_genus.tsv 0.8695511601813911 0.8712653282243691 0.64324089911294 89 8
corrected ./testing_clustering/r230/contigs_250_woident_minsize2_unoiseM2_clusterP99_blast_summary_genus.tsv 0.8586490751389281 0.869186678950528 0.6601875615592758 103 8
corrected ./testing_clustering/r32/contigs_250_woident_clusterP98_unoiseM8_clusterP99_blast_summary_genus.tsv 0.8694042354171067 0.8710243497645863 0.7108970574033928 66 8
corrected ./testing_clustering/r236/contigs_250_woident_minsize2_unoiseM4_clusterP99_blast_summary_genus.tsv 0.8274631003378262 0.8272554600588219 0.6000346722122545 67 8
corrected ./testing_clustering/r105/contigs_250_woident_swarmD1_unoiseM2_swarmD1_blast_summary_genus.tsv 0.8560964204721119 0.8700056187005827 0.6503380535152677 119 8
corrected ./testing_clustering/r19/contigs_250_woident_clusterP98_unoiseM2_clusterP98_blast_summary_genus.tsv 0.869633546370879 0.871411515091692 0.6394607338797045 117 8
corrected ./testing_clustering/r91/contigs_250_woident_swarmD1_swarmD1_clusterP98_blast_summary_genus.tsv 0.8702909039175253 0.8716741097046043 0.8051648407688372 464 8
corrected ./testing_clustering/r212/contigs_250_woident_minsize2_swarmD2_clusterP99_blast_summary_genus.tsv 0.8556684472591936 0.8666131895691834 0.7555198314780304 119 8
corrected ./testing_clustering/r257/contigs_250_woident_minsize4_swarmD2_unoiseM1_blast_summary_genus.tsv 0.8476424219557984 0.8616266683513953 0.6417177945837906 59 8
corrected ./testing_clustering/r213/contigs_250_woident_minsize2_swarmD2_swarmD1_blast_summary_genus.tsv 0.8295648038280763 0.8245959519763325 0.7860742583213545 132 8
corrected ./testing_clustering/r173/contigs_250_woident_unoiseM2_swarmD2_unoiseM1_blast_summary_genus.tsv 0.8587726713034984 0.8691876104027941 0.6602754085727652 89 8
corrected ./testing_clustering/r283/contigs_250_woident_minsize4_unoiseM8_clusterP98_blast_summary_genus.tsv 0.8628117878561942 0.8624490333643742 0.47656500118413747 36 8
corrected ./testing_clustering/r40/contigs_250_woident_clusterP98_unoiseM20_swarmD2_blast_summary_genus.tsv 0.8692324175746036 0.8708360560899454 0.7301168280394773 48 8
corrected ./testing_clustering/r217/contigs_250_woident_minsize2_swarmD1_clusterP98_blast_summary_genus.tsv 0.8683587169179497 0.869122367831193 0.6566323260846791 86 8
corrected ./testing_clustering/r203/contigs_250_woident_unoiseM2_unoiseM8_unoiseM1_blast_summary_genus.tsv 0.5337076246957075 0.8572181670817397 0.7406809173304533 56 8
corrected ./testing_clustering/r261/contigs_250_woident_minsize4_swarmD1_swarmD1_blast_summary_genus.tsv 0.8583416125360792 0.8628226755595045 0.9169562841123869 388 8
corrected ./testing_clustering/r214/contigs_250_woident_minsize2_swarmD2_swarmD2_blast_summary_genus.tsv 0.8580206034649398 0.8641161087978905 0.7870661196524359 134 8
corrected ./testing_clustering/r113/contigs_250_woident_swarmD1_unoiseM4_unoiseM1_blast_summary_genus.tsv 0.8172914029896268 0.8328359167111876 0.7070350819783952 92 8
corrected ./testing_clustering/r21/contigs_250_woident_clusterP98_unoiseM2_swarmD1_blast_summary_genus.tsv 0.869633546370879 0.871411515091692 0.6394607338797045 117 8
corrected ./testing_clustering/r60/contigs_250_woident_clusterP99_unoiseM1_swarmD1_blast_summary_genus.tsv 0.8144018784776365 0.8331704019437596 0.7721941412083294 345 8
corrected ./testing_clustering/r232/contigs_250_woident_minsize2_unoiseM2_swarmD2_blast_summary_genus.tsv 0.8586490751389282 0.8691866789505278 0.6397609835020773 93 8
